Club Name,Recordings,Club Identifier,Country,Additional Info
AHS,62,armwood-high-school-soccer,Unknown,Unknown
Army Football,58,army-football,United States,West Point
Army Rugby Union,16,army-rugby-union-a44d9a3c,United States,West Point
Army Rugby Union,16,army-rugby-union-a44d9a3c,United States,West Point
Army Sport,77,army-sport,Unknown,Unknown
Arncliffe Aurora FC,95,arncliffe-aurora-fc-inc,Australia,Arncliffe
Arnold Eagles FC,46,arnold-eagles-fc,United States,Arnold
Arnold High School Girls Soccer,17,arnold-high-school-girls-soccer,United States,Arnold
Arnold Subeb,11,collin-benjamin-soccer-talents,Unknown,Unknown
ARO CE,83,aro-ce,Unknown,Unknown
ÍA,22,aron-ymir-petursson,Iceland,Akureyri
Arosa CF,99,arosa-cf,Spain,Arosa
Aros Basket P11/10,28,aros-basket,Sweden,Unknown
ARPAL,147,union-sportive-quillan-limoux,Unknown,Unknown
ARQUEROS DEL CLUB,11,arqueros-del-club,Unknown,Unknown
Arras FA,118,arras-football-association,France,Arras
AR Rising 2,57,ar-rising-2,United States,Little Rock
AR Rising 2009 Girls ECNL-RL,81,carrie-kyhl,United States,Little Rock
AR Rising 2011G,31,arkansas-rising-46ed7244,United States,Little Rock
AR Rising 2012 Girls ECNL-RL,33,panther-soccer-6f9ae5de,United States,Little Rock
Arrow,317,arrow-athletic-group-a8c581ca,Unknown,Unknown
Arrows Basketball Academy,142,arrows-basketball-academy,Unknown,Unknown
Arrows of Liberty,194,arrows-of-liberty,Unknown,Unknown
Arrows Soccer club,49,arrows-soccer-club,Unknown,Unknown
Central Region Schools Trust,51,arrow-vale-academy,Unknown,Unknown
ArroyoFC,77,arroyofc,Unknown,Unknown
Self,19,self-049540a7,Unknown,Unknown
BVB 12G Premier South,76,bvb-12g-premier-south,United States,Premier South League
BVB-13B Lovering,80,bvb-13b-lovering,United States,13B age group
BVB 15B White,10,bvb-15b-white,United States,15B age group
BVB16GMEIGHEN,58,stg-2016-gold,United States,16G age group
BV Bad Lippspringe NEW,72,sportclub-viktoria-neuenbeken,Germany,Bad Lippspringe
BV Bad Sassendorf,32,bv-bad-sassendorf,Germany,Bad Sassendorf
BVB Black 13g Wheeler,112,solar-east-13g-bravo,United States,13G age group
BVB,60,bvb-ia-c2a11035,Germany,Borussia Dortmund (likely
BVB IA,176,las-vegas-impact-2011-red,United States,Borussia Dortmund International Academy
BVB IA,176,las-vegas-impact-2011-red,United States,Borussia Dortmund International Academy
BVB El Paso,261,bvbia-el-paso-borderland,United States,El Paso
BVB IA Hawaii,467,ayso-united-hawaii,United States,Hawaii
Bvb IA SA Tx 06,61,bvb-ia-sa-tx,United States,San Antonio
BVB IA Waterloo,849,waterloo-minor-soccer-club,United States,Waterloo
BVB International Academy,169,rayos,United States,Borussia Dortmund International Academy
BVB WTX,32,bvb-international-academy-2ea95c63,United States,West Texas
BVB,60,bvb-ia-c2a11035,Germany,Borussia Dortmund (likely
BVB Academy,36,bvb-international-academy-d78a4297,United States,Borussia Dortmund Academy
BVB International Academy America,225,bvb-international-academy-america-2,United States,Borussia Dortmund International Academy
BVB International Academy Arizona,24,bvb-international-academy-arizona,United States,Arizona
BVB International Academy - Great Plains,513,bvb-international-academy-great-plains,United States,Great Plains region
BVB International Academy North America,125,bvb-international-academy-america,United States,North America
BVB,60,bvb-ia-c2a11035,Germany,Borussia Dortmund (likely
BVB AMP,462,bvb-international-academy-texas,United States,AMP (needs more info)
BVB international Academy Washington,158,bvb-international-academy-washington,United States,Washington
BVB International Academy Washington,37,bvb-international-academy-washington-d9326ad2,United States,Washington
BVB IA Waterloo,849,waterloo-minor-soccer-club,United States,Waterloo
BVB Klassen 16B,97,bvb-b09e42c7,United States,16B age group
BVB,60,bvb-ia-c2a11035,Germany,Borussia Dortmund (likely
BVB San Antonio,150,bvb-san-antonio,United States,San Antonio
BVB SA - USC TX 05B,101,bvb-sa-usc-tx-05b,United States,San Antonio
BVB south 2010,58,fcd-north-blue-2010,United States,Southern region
Jeunesse Schieren,18,jeunesse-schieren,Luxembourg,Schieren
BVC Bloemendaal,59,bvc-bloemendaal,Netherlands,Bloemendaal
BVC Bloemendaal,59,bvc-bloemendaal,Netherlands,Bloemendaal
BVelez,57,bvelez,Argentina,Vélez Sarsfield (likely
BVHRM B.V.,11,bvhrm-bv,Netherlands,(needs more info)
FC Groningen,11,bvo-fc-groningen,Netherlands,Groningen
BVW Academy,27,bvw_academy,(needs more info),(needs more info)
BVYFL,12,bvyfl,(needs more info),(needs more info)
BW Academy,34,bw-academy,(needs more info),(needs more info)
BWB (Bath and Wilts Schools),17,bwb-bath-and-wilts-schools,England,Bath and Wiltshire
BW Borssum,58,bw-borssum,Netherlands,Borssum
BWG 09 II,98,blau-weiss-gottschee-5,(needs more info),(needs more info)
BW Gottschee 2010,183,bw-gotschee,United States,2010 age group
BW Gottschee,482,bw-gottschee,United States,(needs more info)
BW Gottschee 2011,21,bw-gottschee-2011,United States,2011 age group
BW Murg,27,bw-murg,Germany,Murg
BWO,47,bwo,(needs more info),(needs more info)
BW Papenburg,64,bw-papenburg,Germany,Papenburg
BWP Football Academy,267,bwp,(needs more info),(needs more info)
BW Salzhemmendorf,29,bw-salzhemmendorf,Germany,Salzhemmendorf
BWS Hallencup 2023,37,skg-rodgau,Germany,Indoor tournament 2023
BW United,30,bw-united,(needs more info),(needs more info)
BX Brussels,68,bx-brussels,Belgium,Brussels
BYA Mentality,164,bya-mentality,(needs more info),(needs more info)
Byåsen IL,147,byaasen-il-fotballgruppen,Norway,Trondheim
Bydgoski KS Chemik Bydgoszcz,70,bydgoski-ks-chemik-bydgoszcz,Poland,Bydgoszcz
Byfleet Village FC,68,byfleet-village-football-club-e0d3453b,England,Byfleet
BYNX2,132,san-diego-surf-b2015-academy-select-alvarez,(needs more info),(needs more info)
Byrd Men's Soccer,46,byrd-high-school,(needs more info),(needs more info)
Nancy Byrne,208,nancy-byrne,(needs more info),(needs more info)
Byron Bay FC,96,byron-bay-football-club,Australia,Byron Bay
Lady Bears Futbol,56,byron-bears-girls-soccer,(needs more info),(needs more info)
Byron Red Star Falcons,35,byron-red-star-falcons,(needs more info),(needs more info)
Byron Red Star FC,36,byron-red-star-fc,(needs more info),(needs more info)
Byron Red Star Merlins,10,na-0c8e14c1,(needs more info),(needs more info)
BYSA,107,byron-youth-soccer-association,(needs more info),(needs more info)
BYSA,107,byron-youth-soccer-association,(needs more info),(needs more info)
BYSA,107,byron-youth-soccer-association,(needs more info),(needs more info)
BYSA United Club,26,this-is-for-my-team-use-only,(needs more info),(needs more info)
Bytomski Sport Polonia Bytom Sp. z o.o.,91,bytomski-sport-polonia-bytom-sp-z-oo,Poland,Bytom
C1Buy,105,c1buy,(needs more info),(needs more info)
C3,160,c3,(needs more info),(needs more info)
C9000,196,c9000,(needs more info),(needs more info)
C9130,61,c9130,(needs more info),(needs more info)
C9132,29,c9132,(needs more info),(needs more info)
C9133,31,c9133,(needs more info),(needs more info)
C9134,41,c9134,(needs more info),(needs more info)
C9135,35,c9135,(needs more info),(needs more info)
C9136,31,c9136,(needs more info),(needs more info)
C9137,16,c9137,(needs more info),(needs more info)
C9138,64,c9138,(needs more info),(needs more info)
C9141,68,c9141,(needs more info),(needs more info)
C9142,68,c9142,(needs more info),(needs more info)
C9143,70,c9143,(needs more info),(needs more info)
C9144,63,c9144,(needs more info),(needs more info)
C9146,139,c9146-e61fd98b,(needs more info),(needs more info)
C9152,86,c9152,(needs more info),(needs more info)
C9159,83,c9159,(needs more info),(needs more info)
C9160,50,c9160,(needs more info),(needs more info)
C9162,184,c9162,(needs more info),(needs more info)
C9163,60,c9163,(needs more info),(needs more info)
C9164,83,c9164,(needs more info),(needs more info)
C9166,115,c9166,(needs more info),(needs more info)
C9167,73,c9167,(needs more info),(needs more info)
C9168,57,c9168,(needs more info),(needs more info)
C9169,54,c9169,(needs more info),(needs more info)
C9170,87,c9170,(needs more info),(needs more info)
C9172,11,c9172-a01b7024,(needs more info),(needs more info)
C9175,86,c9175,(needs more info),(needs more info)
C9176,12,c9176-1ba4bc9d,(needs more info),(needs more info)
Chiba Football,134,cloud-9-17,Japan,Chiba
Cloud987,247,cloud987,(needs more info),(needs more info)
C99,38,cloud-99,(needs more info),(needs more info)
Ca Bédarieux Grand Orb,19,ca-bedarieux-grand-orb-c58292f5,France,Bédarieux
cabeza,87,cabeza,(needs more info),(needs more info)
CB SOCUÉLLAMOS,39,cabezuelo-cb-socuellamos,Spain,Socuéllamos
Cabo,61,cabinteely-fc-cf0e0001,(needs more info),(needs more info)
Cabinteely,14,cabinteely-football-club-3,Ireland,Cabinteely
CabRugby,87,caboolture-rugby-union-club,(needs more info),(needs more info)
Caboolture Sports FC,401,caboolture-sports-football-club,Australia,Caboolture
Caboolture Touch association,26,caboolture-touch-association,Australia,Caboolture
CABOSA/SU,264,cabosasu,(needs more info),(needs more info)
Cabot Soccer,160,cabot-high-school-soccer,(needs more info),(needs more info)
CA Boulay,41,ca-boulay,France,Boulay
Cabramatta JRLFC,190,cabramatta-jrlfc,Australia,Cabramatta
CA BRIGNAC,106,ca-brignacois,France,Brignac
CA Brive Correze Limousin,31,ca-brive-correze-limousin,France,Brive-la-Gaillarde
CA Brive,44,ca-briviste-correze-crabos-20052006,France,Brive-la-Gaillarde
Cabs,165,cabs,(needs more info),(needs more info)
Cacahuates,40,cacahuate-sports,(needs more info),(needs more info)
Ca cannetois,53,ca-cannetois,France,(needs more info)
CA CASTETS,47,ca-castets-en-dorthe,France,Castets
Cáceres Mejia,51,caceres-mejia,(needs more info),(needs more info)
CAC  RUGBY,78,cac-formation-rugby,France,(needs more info)
Elite,53,cache-valley-elite,(needs more info),(needs more info)
CAC RUGBY,77,c-a-chevreuse,France,(needs more info)
Cactus Shadows HS,233,fbsl-tuzos-academy-phoenix,United States,Cactus Shadows High School
Cadbury Athletic,66,cadbury-athletic,England,(needs more info)
Caddington Reserves,34,caddington-reserves,England,Caddington
CADE,64,cade,(needs more info),(needs more info)
Cadence SFC,376,cadence-soccer-futsal-club,(needs more info),(needs more info)
Cadete Salle 23/24,118,cadete-salle-2324,Spain,Cadete Salle
Cadetes curico unido,26,cadetes-curico-unido,Chile,Curicó Unido youth team
Cadets de Bains,60,cadets-de-bains,France,Bains
Match VEO Analysis -,189,cadishead-sports-jfc-afc-monton,(needs more info),(needs more info)
CADIZ CF,46,cadizcf-mirandilla,Spain,Cádiz
Cádiz CF,224,cadiz-club-de-futbol-sociedad-anonima-deportiva,Spain,Cádiz
Cadley Reds,115,cadley-football-club,England,(needs more info)
Caerau Ely RFC,25,caerau-ely-rfc,Wales,Caerau Ely
Caernarfon Town FC,25,caernarfon-town-fc-702adee3,Wales,Caernarfon
Caernarfon Town Football Club.,290,caernarfon-town-football-club-academy,Wales,Caernarfon
Caerphilly Athletic,124,caerphilly-athletic-2,Wales,Caerphilly
Caerphilly RFC / CR Caerffili,78,caerpilly-rugby-football-club,Wales,Caerphilly
Caersws,78,caersws,Wales,Caersws
CAEVRONNAIS,37,caevronnais-5b4600da,France,Evronnais
DU,95,delware-union,(needs more info),(needs more info)
ČAFC Praha,51,cafc-praha-083a84fb,Czech Republic,Prague
ČAFC Praha 2,93,cafc-praha,Czech Republic,Prague
CA FUERTE ICHIHARA,19,conveying-parts-co-ltd,Japan,Ichihara
Cagliari Calcio,71,cagliari-calcio-397ebb1b,Italy,Cagliari
Cagliari Calcio,71,cagliari-calcio-397ebb1b,Italy,Cagliari
Cagnes,14,cagnes,France,Cagnes-sur-Mer
Cagnes,14,cagnes,France,Cagnes-sur-Mer
granrossa,251,cagranrossa,(needs more info),(needs more info)
Caherlistrane GAA,21,caherlistrane-gaa,Ireland,Caherlistrane
Cahir Park AFC,85,cahir-park-afc,Ireland,Cahir
Cahors Lot XIII,62,cahors-lot-xiii,France,Cahors
Cahors Rugby,44,cahors-rugby,France,Cahors
Caillou,14,caillou-crosby,(needs more info),(needs more info)
Breakers Blue,73,cainhoy-athletic-soccer-club-d4459066,(needs more info),(needs more info)
CASC,34,cainhoy-athletic-soccer-club,(needs more info),(needs more info)
Cainhoy,97,cainhoy-united,(needs more info),(needs more info)
Colts,49,cairnhill-colts,(needs more info),(needs more info)
Cairns Falcons,10,mulgrave-vikings,Australia,Cairns
Cairns State High School,48,cairns-state-high-school,Australia,Cairns
Wanderers rugby union,60,cairns-wanderers-rugby-union-club,Australia,(needs more info)
CHS Soccer,90,cairo-high-school,(needs more info),(needs more info)
Caisportcenter,202,caisportcenter,(needs more info),(needs more info)
Caithness Rugby Club,26,caithness-rugby-football-club,Scotland,Caithness
Cajun Rush,102,cajun-rush,(needs more info),(needs more info)
Calabasas High School,147,calabasas-high-school,United States,Calabasas
Calabasas rams,15,calabasas-rams,United States,Calabasas
Calabrese Lax & FC,42,calabrese-lacrosse-and-futbal-club,(needs more info),(needs more info)
Calais Beau Marais Football,17,calais-beau-marais,France,Calais
CalBlue,191,calblue,(needs more info),(needs more info)
Calcasieu eagles,27,calcasieu-eagles,United States,Calcasieu Parish
Calcasieu Soccer Club,18,calcasieu-soccer-club-a9972dbb,United States,Calcasieu Parish
Calcasieu Soccer Club,18,calcasieu-soccer-club-a9972dbb,United States,Calcasieu Parish
Calcio,105,strikers-irvine-b2010-eal,(needs more info),(needs more info)
Calcio Lecco 1912,255,calcio-lecco-1912-srl,Italy,Lecco
Calcio Lecco U13 - 24/25,152,calcio-lecco-1912-under-13,Italy,Lecco
Padova,119,padova-496887c9,Italy,Padova
Calcio Padova Spa,126,calcio-padova-spa,Italy,Padova
Calcio Tecnica,122,calcio-tecnica,(needs more info),(needs more info)
Calcio Torre,13,calcio-torre,(needs more info),(needs more info)
Calcio Trissino,65,calcio-trissino,Italy,Trissino
Calcistica Romanese,29,calcistica-romanese,Italy,(needs more info)
Caldas Sport Clube,40,caldas-sport-clube,Portugal,Caldas da Rainha
Calday Grange Grammar School,28,calday-grange-grammar-school,England,Calday Grange
Calderdale College,82,calderdale-college,England,Calderdale
Calder United,124,calder-united-soccer-club,Australia,Melbourne
Caldicot RFC,25,caldicot-rfc,Wales,Caldicot
Caldicot RFC,25,caldicot-rfc,Wales,Caldicot
Caldicot Town Ladies FC,96,caldicot-town-ladies-fc,Wales,Caldicot
Caldicott Preparatory School,31,caldicott-preparatory-school,England,Caldicott
Caldwell Academy,73,caldwell-academy,(needs more info),(needs more info)
Caldwell University,25,caldwell-university-125f8bce,United States,Caldwell
Caldy Rugby Club,128,62755244,England,Caldy
GSC,108,caledon-football-club,(needs more info),(needs more info)
Caledonia,31,caledonia-aia-fc,(needs more info),(needs more info)
ROSSVALE,67,rossvale-fc,(needs more info),(needs more info)
Caledonian Locomotives Football Club,95,clfc,Scotland,(needs more info)
Caledonia Sports Coaching,89,caledonia-sports-coaching-3,(needs more info),(needs more info)
CSC,298,caledon-soccer-club,(needs more info),(needs more info)
Caledon,345,caledon-soccer-club-2,(needs more info),(needs more info)
Caledon United FC,113,caledon-united-fc-2012-boys,Canada,Caledon
Caledon United FC 2009 Boys,28,caledon-soccer-club-2f9aa6a8,Canada,Caledon
Caledon United FC 2011,59,newerafc,Canada,Caledon
Caledon United FC - 2012 Boys,20,caledon-united-fc-2012-boys-f6562b82,Canada,Caledon
CelticB10Green,54,calen-dean,(needs more info),(needs more info)
CBSC,11,calgary-blizzard,(needs more info),(needs more info)
Calgary Blizzard SC13,36,chinooks-cf,Canada,Calgary
Calgary Blizzard Soccer Club,929,diogo-raposo,Canada,Calgary
Canucks,17,calgary-canucks-rugby-club,(needs more info),(needs more info)
Foothills,2902,calgary-foothills-soccer-club,(needs more info),(needs more info)
CalGlen FC,209,calgary-glenmore-football-club,(needs more info),(needs more info)
Magic,33,calgary-magic-sc,(needs more info),(needs more info)
Rangers,148,calgary-rangers-soccer-club-31cf9fbf,(needs more info),(needs more info)
Rangers,148,calgary-rangers-soccer-club-31cf9fbf,(needs more info),(needs more info)
Calgary Rangers Soccer Club,616,calgary-rangers-soccer-club,Canada,Calgary
Calgary Rugby Union,44,calgary-rugby-union,Canada,Calgary
South West United,81,calgary-south-west-united-soccer-club,Canada,Calgary
Villains United 12,64,calgary-villains-fc-dcb660cf,Canada,Calgary
Calgary West FC,367,calwest-football-club,Canada,Calgary
Calhoun,263,holmdel-fc-njx,(needs more info),(needs more info)
Calhoun Kids Sports,54,calhoun-sports-for-kids,(needs more info),(needs more info)
California Area Trojans Boys Varsity Soccer,29,california-area-trojans-boys-varsity-soccer,United States,California
CASC,34,cainhoy-athletic-soccer-club,(needs more info),(needs more info)
CASC,34,cainhoy-athletic-soccer-club,(needs more info),(needs more info)
CASC,34,cainhoy-athletic-soccer-club,(needs more info),(needs more info)
CASC,34,cainhoy-athletic-soccer-club,(needs more info),(needs more info)
California Athletic Soccer Club - Vermillion,12,california-athletic-soccer-club-vermillion,United States,Vermillion (needs more info)
Calchampsoccer,350,california-champions-league-inc,(needs more info),(needs more info)
California Football Academy,135,cfa-09-brasil,United States,California
CFA,220,california-football-academy-brasil-g07,United States,California Football Academy (likely)
CFA Orange County,49,california-football-academy-riptide,United States,Orange County
CFA,220,california-football-academy-brasil-g07,United States,California Football Academy (likely)
CFA Orange County,49,california-football-academy-riptide,United States,Orange County
CFA San Clemente,406,california-football-academy-san-clemente,United States,San Clemente
CFA Escola,49,california-football-club,(needs more info),(needs more info)
CFA OC G12 Ramirez,38,california-football-club-orange-county,United States,Orange County
Cal Magic,13,california-magic-soccer-club,(needs more info),(needs more info)
California Odyssey 2012G-NPL,83,california-odyssey-2012g-red,United States,NPL League
Odyssey,58,california-odyssey-soccer-club-8,(needs more info),(needs more info)
California Rush,59,california-rush-49614762,United States,California
California Rush- Guzman,104,california-rush-f585810e,United States,California
Richard Howard,108,california-sports-video,(needs more info),(needs more info)
California United FC,10,california-united,United States,California
California United FC,10,california-united,United States,California
CALIFUT,95,south-bay-falcons,(needs more info),(needs more info)
Cal,47,ca-lisieux,(needs more info),(needs more info)
Universal Soccer Club- Cali Spurs,190,universal-soccer-league,United States,Cali Spurs
CAL JEUNES,58,cal-jeunes,France,(needs more info)
Calloway County Soccer Foundation,170,calloway-laker-soccer,United States,Calloway County
Callum Campbell,16,bathgate-thistle-community-football-club,(needs more info),(needs more info)
Calne,135,fc-calne-a54a8d8d,England,Calne
Calne Town Ladies FC,14,calne-town-ladies-fc,England,Calne
Ca Lormont Rugby,14,ca-lormont-rugby-1ce503e2,France,Lormont
Caloundra Football Club,33,caloundra-football-club,Australia,Caloundra
CJRU,45,caloundra-junior-rugby-union,(needs more info),(needs more info)
Caloundra Rugby union,19,caloundra-rugby-union,Australia,Caloundra
Cal Poly Rugby,21,cal-poly-rugby-club,United States,California Polytechnic State University
Cal Poly Soccer,167,cal-poly-soccer,United States,California Polytechnic State University
Calrossy,41,calrossy,(needs more info),(needs more info)
Cal South State Cup 2021,20,cal-south-state-cup-2021,United States,California
CSULA,86,cal-state-la,United States,California State University
Cal State San Bernardino,79,cal-state-san-bernardino,United States,San Bernardino
Calvary Cavaliers,225,calvary-baptist-academy,(needs more info),(needs more info)
Calvary Christian Academy,88,calvary-christian-academy-3,(needs more info),(needs more info)
ToyLax,34,calvary-christian-high-school-lacrosse,(needs more info),(needs more info)
Calvary Day School,61,calvary-day-school-30632509,(needs more info),(needs more info)
Calvary Soccer,119,calvary-soccer,(needs more info),(needs more info)
Calvert Soccer,211,calvert-soccer-association-4,(needs more info),(needs more info)
CSA,63,calvert-soccer-association-6,(needs more info),(needs more info)
CSA,63,calvert-soccer-association-6,(needs more info),(needs more info)
Calvin Soccer,77,calvin-university,United States,Calvin University
Calvin Women’s Soccer,53,calvin-university-womens-soccer,United States,Calvin University
Calvo Sotelo Puertollano,12,calvo-sotelo-puertollano,Spain,Puertollano
Cal Women’s rugby,80,cal-womens-rugby,United States,University of California (likely)
Camacho's Club,150,na-1a057aac,(needs more info),(needs more info)
Cam 1,1195,camara-1,(needs more info),(needs more info)
Camas C.F.,45,camas-cf-7ac87ef5,United States,Camas
Rico FC,236,rico-football-club,(needs more info),(needs more info)
Camas Lacrosse Club,33,camas-lacrosse-club,United States,Camas
Camas Lacrosse Club,33,camas-lacrosse-club,United States,Camas
Cambo,321,camberley-rugby-football-club,(needs more info),(needs more info)
Camberley Town,232,camberley-town,England,Camberley
Camberley Town Youth FC,83,camberley-town-youth-football-club-29cc9a43,England,Camberley
Dragons,86,camberwell-dargons,(needs more info),(needs more info)
Camberwell,11,camberwell-dragons,England,Camberwell
Camberwell,11,camberwell-dragons,England,Camberwell
Cambourne Town,216,cambourne-town-football-club,England,Cambourne
Cambrai Hockey Club,14,cambrai-hockey-club-cfadc8c6,France,Cambrai
Cambrian United Academy,809,cambrian-clydach-vale-bgc-academy-2,Wales,(needs more info)
Cambrian welfare,59,cambrian-welfare-rfc,Wales,(needs more info)
CAMBRIDGE BLACK CATS F.C,205,cambridge-black-cats-fc,England,Cambridge
Cambridge Academy,12,cambridge-cats-basketball-club,England,Cambridge
Cambridge City FC,25,cambridge-city-ea19ed07,England,Cambridge
Cambridge City FC,25,cambridge-city-ea19ed07,England,Cambridge
Cambridge City FC,25,cambridge-city-ea19ed07,England,Cambridge
Cambridge City EJA 13’s,104,cambridge-city-football-club,England,Cambridge
Cambridge City Hockey Club,105,cambridge-city-hockey-club,England,Cambridge
Cambridge Juniors,37,cambridge-city-junior-hockey-club,England,Cambridge
Cambridge City Football Club Limited,70,cambridge-city-ladies-fc,England,Cambridge
Cambridge City U15 JPL,14,new-carpentry-ltd-fcc21cda,England,Cambridge
Cambridge FC,82,cambridge-fc,England,Cambridge
Cambridge FC,82,cambridge-fc,England,Cambridge
Cambridge Football,132,cambridge-football-club-inc,England,Cambridge
CHS Boys Soccer,113,cambridge-high-school-boys-soccer,(needs more info),(needs more info)
Cambridge High School Football,41,cambridge-high-school-football,(needs more info),(needs more info)
Cambridge Regional College,216,cambridge-regional-college,England,Cambridge
CRLS Girls Soccer,69,cambridge-rindge-latin,(needs more info),(needs more info)
Cambs FA,26,cambridgeshire-football-association-limited,England,Cambridgeshire FA
Cambridge South Hockey Club,84,cambridge-south-hockey-club-d4b05a62,England,Cambridge
Cambridge Talent Academy,29,cambridge-talent-academy,England,Cambridge
Cambridge United Academy,269,cambridge-united-football-club-3,England,Cambridge
Cambridge Utd WFC,196,cambridge-united-womens-football-club-2,England,Cambridge
Cambridge United Women's 1st team,36,cambridge-united-womens-1st-team,England,Cambridge
Cambridge United Women's 1st Team,41,liz-pamplin-new,England,Cambridge
Cambridge Football,132,cambridge-football-club-inc,England,Cambridge
Cambridge University Hockey Club,56,cambridge-university-hockey-club,England,Cambridge
Cambridge Pythons,47,cambridge-university-pythons-american-football-clu,England,Cambridge
Cambridge Youth Soccer,510,cambridge-youth-soccer,England,Cambridge
Cambrils,196,cambrils-ucf,Spain,Cambrils
Cambrils Unió CF,294,cambrils-unio-cf,Spain,Cambrils
Cambusdoon FC,177,cambusdoon-fc,Scotland,Ayr
Cambie FA,22,cambuslang-football-academy-2006,(needs more info),(needs more info)
CRFC,20,cambuslang-rangers-2005s,(needs more info),(needs more info)
Cambuslang Rugby Club,49,cambuslang-rugby-club,Scotland,Cambuslang
Camby Thistle,14,cambuslang-thistle,(needs more info),(needs more info)
Cambusnethan Talbot 2011's,10,cambusnethan-talbot-2011s,Scotland,Wishaw
Camden Lacrosse,35,camden-capybaras-lacrosse-club,United States,Camden (needs more info)
Camden Falcons Football Club,51,camden-falcons-football-club,England,Camden
Camden Hills Soccer,77,camden-hills-soccer-326a3d17,United States,Camden (needs more info)
Candi United,74,camden-islington-united,(needs more info),(needs more info)
Camden Rugby Union Club,35,camden-rugby-union-club,England,Camden
Camden Soccer Club,111,camden-soccer-club,(needs more info),(needs more info)
Camden Tigers FC,27,oran-park-rovers-football-club-f5d9b07d,(needs more info),(needs more info)
Camden Tigers,862,camden-tigers-football-club,(needs more info),(needs more info)
Camden Town WFC,44,camden-town-wfc-b0e51bbd,England,Camden
Camden United FC,294,camden-united-football-club,(needs more info),(needs more info)
Camelot,128,camelot-rufc,(needs more info),(needs more info)
Camera Pôle féminin,69,pole-feminin-67ae5988,France,(needs more info)
CAMERA_SERVICE_FOSBURY,39488,camera-service-fosbury,(needs more info),(needs more info)
Camvb,117,cameron-07,(needs more info),(needs more info)
Hillcrest Christian College,99,cameron-suter,(needs more info),(needs more info)
Cam,13,camille,(needs more info),(needs more info)
Camilo Castañeda,173,camilo-castaneda,(needs more info),(needs more info)
Ram,46,ram,(needs more info),(needs more info)
Camilo dv7,12,camilo-dv7,(needs more info),(needs more info)
Camino Viejo (Tomares) Sevilla,81,camino-viejo-tomares-sevilla,Spain,Tomares
Camisano,222,camisano-calcio-1910,Italy,Camisano Vicentino
Cammell Laird FC,13,cammell-laird-fc,England,Birkenhead
Cammy Black Coaching,51,auchinleck-talbot,(needs more info),(needs more info)
CCB,15,campbell-college,(needs more info),(needs more info)
Campbell College,166,campbell-college-belfast-football-club,Northern Ireland,Belfast
Campbell County Red Devils,31,campbell-county-red-devils,United States,Campbell County
Campbelltown city SC,25,campbelltown-city-sc-94bf1ee6,Australia,Campbelltown
Campbelltown City Soccer Club,45,campbelltown-city-soccer-club-d8840262,Australia,Campbelltown
Camp Forest Football Club,61,camp-forest-football-club-07c988e8,(needs more info),(needs more info)
Camp Hill,154,camp-hill-high-school,(needs more info),(needs more info)
Camp Hill,154,camp-hill-high-school,(needs more info),(needs more info)
Camp Hill,154,camp-hill-high-school,(needs more info),(needs more info)
Camp Impact,57,camp-impact,(needs more info),(needs more info)
CAMPIONATO CARNICO 2024,79,osk-koetchach-mauthen,Italy,Carnic Championship 2024
Campion fc,123,campion-fc,England,(needs more info)
Campion FC - NCEL Premier,39,campion-fc-ncel-premier-2994d445,England,NCEL Premier Division
Campion School,57,campion-school-1feff155,(needs more info),(needs more info)
Campion School,57,campion-school-1feff155,Campion School,England
CamposVEO,75,barca-academy-e01513c0,(needs more info),(needs more info)
Campo Verde High School,25,campo-verde-high-school,United States,Campo Verde
CVHS Soccer,76,campo-verde-high-school-soccer-program,United States,Campo Verde High School
Campsa,44,campsa-3030bd12,(needs more info),(needs more info)
Campton,135,campton-united-fc,(needs more info),(needs more info)
Campton United,25,campton-united-sc-8e58479d,(needs more info),(needs more info)
Campton United,25,campton-united-sc-8e58479d,(needs more info),(needs more info)
Cams Hill School,31,cams-hill-school,England,Fareham
Cam's VEO,100,nationals-tc,(needs more info),(needs more info)
Camulodunum Romans FC,24,camulodunum-romans-fc,England,Colchester
CANADA  AFRICAN CUP OF NATIONS INC.,17,canada-african-cup-of-nations-inc,Canada,(needs more info)
Canada First Academy,117,canada-first-academy-for-soccer-excellence,Canada,(needs more info)
Canadian Academy International School,35,canadian-academy-international-school,Japan,Kobe
Canales VEO Cams,177,wellington-soccer-club-5,(needs more info),(needs more info)
Canandaigua Academy,66,batavia-soccer-club,United States,Canandaigua
Canandaigua Academy,66,batavia-soccer-club,United States,Canandaigua
CF O's Armacenenses,102,john-nichol-cars,Spain,Armacenes
Charleston City FC,418,charleston-city-fc,United States,Charleston
Charleston Elite,71,charleston-elite-7f67bdc1,United States,Charleston
2028,22,charleston-elite-2028,United States,Charleston
Charleston Southern Soccer,126,charleston-southern-womens-soccer,United States,Charleston
Charleston United Soccer Club,79,charleston-united-soccer-club-9c740445,United States,Charleston
CUSC,225,carolina-renegades,United States,Charleston
Charlestown & Umina,35,charlestown-azzuri-3f976373,Australia,Charlestown & Umina
Charlestown Azzurri F.C,416,charlestown-azzurri-fc,Australia,Charlestown
Charlestown Boys Soccer,58,charlestown-high-school-boys-soccer-team,Australia,Charlestown
Charlestown Jnr FC,30,charlestown-junior-football-club,Australia,Charlestown
