Club_Name,Recordings,Website,Email,Phone,Status
ESC,195,https://www.escfc.co.uk,recruitment@escfc.co.uk,07886304838,Success
ECR,135,https://www.ecr.com,customersfirst@ecr.net,,Success
EYSA,12,https://www.eysa.com,web@eysa.com,,Success
Edinburgh South,53,https://www.edinburghsouth.com,info@edinburghsouth.co.uk,,Success
ELEMENTAL,153,https://www.elementalfc.com,team@latofonts.com,,Success
EIF,260,https://www.eif.co.uk,contact@eif.co.uk,,Success
11 Football Pro,30,https://www.11footballpro.com,admin@webboxed.com,,Success
Electric City Football Club,121,https://www.electric.com,contact@electric.com,,Success
Eldwick Juniors Football Club,12,https://www.eldwickjuniors.co.uk,eldwickjuniors@gmail.com,,Success
Elevate Analysis,41,https://www.elevateanalysis.com,info@elevateanalysis.com,,Success
EPSC Academy,15,https://www.epsc.co.uk,info@doneyourway.co.uk,,Success
EPSC,189,https://www.epsc.co.uk,info@doneyourway.co.uk,,Success
sjeb,66,https://www.sjebfc.com,john@sjebfc.com,,Success
ESF,61,https://www.esf.co.uk,sam@streamstudio.co.uk,,Success
Elite Ballers,116,https://www.eliteballers.co.uk,matt@pixelspread.com,,Success
EFA,102,https://www.efa.co.uk,nostalgia@efa.co.uk,,Success
Elite Falcons,463,https://www.elitefalcons.com,elitefalconspvtltd@gmail.com,,Success
EEP,226,https://www.eep.co.uk,20consulting@eep.co.uk,,Success
Elite Pathways,29,https://www.elitepathways.co.uk,enquries@elitepathways.co.uk,,Success
EliteVision FC,21,https://www.elitevisionfc.com,elitevisionfc@gmail.com,,Success
Elite International,38,https://www.eliteinternational.com,info@eliteinternational.com,,Success
Elite Football Coaching,218,https://www.elitefootballcoaching.co.uk,,07515997111,Success
EBU,473,https://www.ebufc.co.uk,ebufc@email.com,,Success
Elstead,93,https://www.elsteadfc.co.uk,hello@elsteadfc.co.uk,,Success
Magic,23,https://www.magic.co.uk,hello@magic.co.uk,07593139729,Success
Elsecar Main,84,https://www.elsecarmain.co.uk,martin@doorsolutions.co.uk,07951237691,Success
Elite JR FC,140,https://www.elitejr.co.uk,elitejrfc@gmail.com,,Success
Elmstone fire,36,https://www.elmstonefire.com,info@elmstonefire.com,01634395615,Success
Emerald Coast Rush,293,https://www.emeraldcoastrush.com,info@emeraldcoastrush.com,,Success
El Palo,436,https://www.elpalofc.com,bobbyperdana48@gmail.com,,Success
Elwood,54,https://www.elwood.com,john.hoeppner@elwood.com,,Success
Elite XI,67,https://www.elitexi.com,20support@jasvirs1.sg-host.com,,Success
Emirates - Dubai 7s,43,https://www.emiratesdubai7s.com,guestservices@b9events.com,,Success
El Mellindo FC,10,https://www.elmellindofc.com,info@elmellindofc.com,,Success
Emily Football club,62,https://www.emily.com,domains@brannans.com,,Success
Empress Lacrosse,14,https://www.empresslacrosse.com,info@empresslacrosse.com,,Success
Crusaders FC,82,https://www.crusadersfc.com,cruesgeneralmanager@gmail.com,,Success
EGSC,142,https://www.egsc.co.uk,info@egsc.co.uk,,Success
Elk Grove Soccer,109,https://www.elkgrovesoccer.com,20info@elkgrovesoccer.com,,Success
Elk Grove Soccer,34,https://www.elkgrovesoccer.com,20info@elkgrovesoccer.com,,Success
Enniscorthy Rugby Football Club,20,https://www.enniscorthyrugby.com,tedcreed@gmail.com,,Success
Elk Grove Soccer,199,https://www.elkgrovesoccer.com,20info@elkgrovesoccer.com,,Success
ENG Sports UK,290,https://www.engsportsuk.co.uk,contact@engsportsuk.co.uk,07376265748,Success
Elk Grove Soccer,17,https://www.elkgrovesoccer.com,20info@elkgrovesoccer.com,,Success
ETLFC,94,https://www.etlfc.co.uk,micah@micahrich.com,,Success
EIF,197,https://www.eif.co.uk,contact@eif.co.uk,,Success
ELO,13,https://www.elo.co.uk,sales@elo.co.uk,,Success
